ID	Label	Text
225		Starting with our adulthood , we are strictly bounded with our responsibilities in our daily lives . We are told at what hour we shall wake up , how we shall dress up and how we shall behave . Every action we make are watched closely and judged by the community . But during our childhood , though responsibilies exist , we are much more free to do what we would like to . Being late for school or laughing at a place where you aren ' t supposed to do not have consequences as serious as that would be if you were an adult .
250		Some people might argue that the gap between the rich athletes and normal people is so huge that it seems to be unfair . However , in my opinion , as long as everyone has equal chances to pursue his / her dreams and careers , that would be fair . Fairness is not about equal payments for everyone , but equal chances to acquire the same goal or accomplishment .
391		However , we may perceive this issue from different viewpoints . Mobile phones , such as smart phones , has made our communication easy and convenience . The reason is that , as most of the telecommunication companies provide us with access to the internet via our phones , people are able to enjoy sending instant messages and making international calls free of charge . Thus , mobile phones have shortened the distance of communication .
49		Nevertheless , opponents of modern communications claim that only the more privileged are able to enjoy the benefits . They further point out that the wide spread use of these efficient and effective ways of communication costs a considerable amount of money . Anyone who aims to use these innovations have to not only pay for the appliances such as a mobile phone or a computer but also cover up costs for communication services . Consequently , people who live in poverty are less likely to be benefited from modern communication technologies .
157		The first reason is that by using different sources of information we can guarantee its reliability . Some people may disinform you on purpose , that ' s why it is rather unwise to make conclusions before you are confident of the information . For example , Russian news announced that the war between Osetia and Georgia had been initiated by Georgia , however , european news announced that it was initiated by Russia . After a while the situation became clear , but before that a lot of people had already condemned the actions of Russia .
285		Lastly , learning in classroom , student could have healthier life because in school can provide exercise class which train student to move their body . Classroom have specialist trainer to teach students to it right way . If student do it by themselves , they might be hurt themselves . This make students have healthier life which online class cannot provide .
218		Second , childhood is the period where people go to school and learn . Therefore , school memories are one of the best memories in a person ' s life . There you learn , to find your first love , to make new long-lasting friendships and of-course you will have a lot of fun . For example , my father ' s best moments in his life are in his school years . Moreover , he is still in-touch with some of his classmates and sometimes they get together and share their childhood memories .
203		Thirdly , if you work hard , luck too might shine on you and take you some more steps further ahead from your actual target . For example , my boss worked tirelessly for his promotion . He looked at every aspect that he needed to qualify for the promotion . He realized that having a master ' s degree would be a great credential for him to outperform his competitors . Although he had many commitments at home and work , he somehow managed to complete this degree before he was eligible to apply . At the end he was not only able to get the promotion amidst a stiff competition but also got nominated for a foreign scholarship since he had more credentials than other officers in his capacity .
372		It is undeniable that the country ' s culture is passed down mainly through traditional skills and ways of life . For instance , in Vietnam , many water puppet shows which once demonstrated our seasonal agriculture and communal activities , are today substituted by cinemas and music concerts . This means the young generation can solely get access to their ancestor ' s early life through books and images , which otherwise would be much more easily absorbed .
253		Second , by bridging the theories with daily life events , students are given the chance to apply knowledge to their lives and develop their own ability of problem-solving . This will address students ' interests because it ' s the assignment that needs real life participation . For example , in law class , students are informed their rights and duties and they are taught how they can apply law to different situations that might happen upon them . When any one of the situations occurs , they can think independently and figure out how to react .
277		Moreover , these way students are teached to control their fears and concerns in facing facts . As a matter of fact , when a student understands a fact and its consequences , he or she can encounter it more confidently . In my viewpoint , concerns and anxieties are very destructive in everybody ' s life . It can prevent person to progress and thrive in every position .
7		Another point is that , from the economic aspect , buying newspapers appears to be a waste of money when the internet becomes available for every one . It is clear to recognize that the internet service is being provided at a low cost or even free in many countries . The question arises as to whether or not a person spends an extra money buying newspapers to receive the same , even usually less information than those he can have with the internet ? The answer , perhaps , is that hardly would rational people do so . For this reason , the number of people reading newspapers may continue falling sharply , possibly leading to the close-downs of many in the coming time .
23		Another debatable problem is about techniques . There is panic among people that their conversation can be intercepted by the third party . This possibility exists all the time . But a more efficient and reliable system can also be invented to guarantee the private information of users .
178		Lastly , it is more likely for us to buy goods in lower price in the shopping center , and save our time on the other hand . There may be a competition between the new shopping center and other existing stores to attract the customers . Accordingly , with sales promotion , it is easy for consumers to compare the price of the same merchandise before they buy . In addition , the residents do not have a problem spending time on commute in the hope of setting up a shopping center near their homes .
278		Second , besides the academic knowledge , the awareness of social behavior is an important factor for human ' s life . As a practical epitome , students should be prepared to present in society after their graduation . Thus social activities can help them to be familiar with other ' s mind and different environment . In my opinion , social groups and classes are significant factors to prepare students to contribute in discussion and encounter real social environment . So , social activities have same rights to receive monetary support .
226		First of all , the predecessors ' mistakes are the first thing that we should consider when learning about the past . As everyone ' s life is too short to risk trying anything without any prepare , we all should learn about other ' s mistakes so that we can avoid making the same ones . Each mistake , from the smallest to the bigger one , is a treasure of experience , which , if we can make full use of , will make us well-prepared for many complicated situations of our life . Therefore , past obviously saves ourselves a bunch of failures and times .
169		Nevertheless , professors could teach students through research and projects . Some students enjoy taking part in some research . Through to use the equipment and invent their own work , they may get more experience in the process of research . For instance , electronic students always invent new machines such as robots , MP3 and remote control car . They can manage the electric theory in practical skills . And some students will be rewarded by investing new inventions . However , only under specific circumstance , when students master all of the systematic knowledge , can they accomplish research . This is requires professors provide high quality courses . In other word , professor should concern about preparing class .
220		The third convincing reason is that the young adult needs father and mother ' s suggestions . When in dilemma , the parents can comfort him and give him a big hand . They are the people who are most familiar with him can give a suitable advice and lead him to the right way . If the parents do not help him immediately , he would have to suffer more pain . Hence , taking advice from parents , the young adult can go through obstacles easily .
147		Another reason should be mentioned is that adults often do not pursue games as a competitive activity , while children are always keen on competition and winning . For youngsters , maintaining their desire to win often develops many outstanding characteristics whether they participate sport events or not . For example , my younger sister likes fencing , and thanks to her desire to win , she never gives up when facing a difficult situation , or even becoming hurt . On the other hand , adults often consider such behaviors as childish and drop them immediately . In fact , a competitive person usually finds it difficult to cooperate with friends and colleagues . Because of that , they no longer play games for any moderate achievements , and gradually lose their interest in such activities .
185		Admittedly contemporarily fossil fuels cause serious environmental conundrums such as acid rain , deduction of ozone layer and global warming ; these problems can be solved by improving efficiency of the mechanism and reducing emissions . For example we can use chemicals to desulfurize the emissions from plants and vehicles to avoid acid rain . These improving methods are often cheaper and simpler compared to the high-tech of renewable energy . With these solutions fossil fuels seem more sustainable .
43		Firstly , during times of war , people living in badly affected countries can forget about the gloomy environment and maintain a link with the rest of the world by listening to international sports event . For example , when Irak was hardly struck by the Second Gulf War , its citizens tried to catch any incoming news about the FootballWorld Cup through their portable receivers . This clearly shows that international sports competitions encourage people and put pressure on them to come back , sooner or later , to a relative peaceful normality . Thus , world sports events strongly participate in eventually pulling back people towards friendship and peace .
150		Some people might argue that people enjoy watching TV when they know they can learn many things such as learning a language by watching movies . This point has some merits on the surface ; however , movies are not a good idea to learn a language for beginners since characters in movies speak very fast and unclear for language learners . For these learners it is better to start by reading some novels which are more comprehensible and enjoyable .
358		On the one hand , the benefit that professionals or students get by connecting from home is enormous . For one , it helps working people to maintain work life balance . The best example is the new mother who can join her work as well as take care of her baby . People also get the desired flexibility in terms of working hours . For students too , studying from home is an attractive option . They save the travelling time to Universities and utilize that time on their studies . In a busy city like Tokyo , students waste a lot of time in travelling . Thus , the advantages that people enjoy by working or studying from home , are obvious .
33		Some people prefer to recognize globalization as a threat to ethnic and religious values of people of their country . They think that the idea of globalization put their inherited culture in danger of uncontrolled change and make them vulnerable against the attack of imperialistic governments .
115		Admittedly , applying the advanced fertilizers in combine with the automatic reaping resources increase farmers ' economic profit . This is because artificial fertilizers catalyze the capacity of each inch of farmland in order to churn out the crops , and automatic machinery enhances the work efficiency of the harvest . Consequently , the production and labour cost of each kilogram of the agriculture products dramatically decreased .
205		Firstly , a liberal policy is very feasible . Checking for attendance requires a lot of bureaucracy . Especially for larger classes it is impossible to check for everybody to attend . So an optional attendance saves time and money .
239		Finally , the society needs a civilized environment and orders . And a degree of social civilization depend on its people ' s qualities . In order to create a better living environment for ourselves and our offsprings , our behaviors must be asked with politeness and good manners . Benefit from those effective measures , there may be an obvious effect on the reducing of criminal rate .
172		First , an apartment provides a lot more freedom than a dormitory . While in a dormitory you have to obey preset rules , in the apartment you set your own rules . You are free to have visits at any time or to be left alone if you want . An apartment offers more privacy because you can choose to have your own room instead of sharing with another student . This is an important factor because you also get more space than you would in a dormitory .
311		Admittedly , the university student may don ' t reach a high if the university allow student to participate in the class no matter whether they pass the test or not . But the benefit of free to access to the classes eclipse the issue of lower points .
21		Also , the more an advertisement of a product takes place in mass media , the more popular the product becomes . Advertisement is the most effective way to create a well-known product . Consumers tend to purchase the most known product when it comes to picking one out of two different brands of the same product . When a product is commonly used , it becomes trustworthy for the society , no matter what quality it is . However , it also has to be affordable for the consumer . Considering this fact , advertisements have undeniable affects on the society about the product being advertised . They make the product preferable .
279		First of all , everybody would like to know what is going on around the world in their everyday lives . Sometimes , they want an information that can help them in daily life which the internet can provide all of these to people . For example , a businessman who has no time to watch a television or read a newspaper can receive news and check stock markets easily via the internet .
345		First of all , many of us would agree to the fact that people ; who prefer working longer hours , do not find time to focus on their health . By working too long , they often become tired , lazy and reluctant to carry out physical exercise in order to remain fit and healthy and eventually loose health and become sick . Moreover , they become extensively addicted to their work and become workaholic type persons . The repercussion are so severe that their families and friends remain deprived off their attention and in the end they end up losing balance between their family and personal life .
293		Secondly , work in person can indirectly improve the quality and the efficiency of the project because there will be less conflicts or fight amongst the team members . Writing an email for an informal matter will make that matter looks official , therefore people who receives the email may feel nervous or maybe feel offended by the words in writing . While if the same words are expressed in talking , the counterparty will feel more relaxed since their response will not be recorded and they will not misunderstand the informal discussion to an official claim . Therefore , less misunderstanding leads to less conflicts and fights , and enhance the communication amongst the team members .
284		Even in the real world , good people can get a bad ending sometimes . And I think it happen more often in the real world than in those movies . So if children always watch the TV programs that good people get rewarded , they may think it will be true in the real world . They will be misleading by those movies . And they may act like good people in order to get reward . Once they find the good people are not always get rewarded , they may feel upset and not to be a good person . But in fact , the good people do good things no matter the ending is good or not . So we should tell this to the young children to avoid the misunderstanding .
208		On the other hand , economy is always correlate with politics , students can study specialized knowledge along with some Politian status , which may open their vision toward the nation and don ' t get limited in the textbooks . Besides , there is also an intimate connection between economy and enterprises , students can also gain knowledge more practical and vivid .
249		Moreover , sometimes programs on TV are full of violence and sex which are harmful to children . Children are not mature enough to make a judgment of what is good or bad , therefore they are likely to imitate the behaviors on TV out of their curiosity . Recently , more and more children smoke because they imitate actors ' behaviors on TV or movies . What ' s even worse , according to some statistics , there are more and more children have violent tendency , and the reports attribute this to TV programs and movies . It is obvious that there are many programs on TV or movies that are harmful to children in metal and physical health . How can anyone expect children could do well at school if they have those abnormal behaviors ?
244		Moreover , even when people watch television together , there is no chance for them to have conversation in front of television . Watching television program together is not that different from watching same program alone . Thus , it is not good for them to watch television if they want to improve their sense of closeness . To illustrate my point , it is reported that most of people don ' t converse with their family when they are watching television together . It is natural they behave in that way because television shows don ' t require any participation .
250		First of all , a worker ' s salary can properly reflect his / her competence and value on his / her career . Therefore , those who are paid high salaries must exceed others and achieve something incredible in certain ways . They are not paid for no reason . As we are now live in a competent world , we must show ourselves to be great enough so as to convince the employer that we deserve a better payment . It ' s all the same in every profession . That ' s why the richest athletes usually correspond to the greatest athletes in their fields , namely Michael Jordan or Tiger Woods .
117		Some people say that if humans stop using technology and lead a simple way of life then only we can save the environment . They argue that it is the luxuries people use which damages the environment . If people don ' t use air conditioners , automobiles and other such things that technology has brought us , then naturally there would be less pollution and natural resources like fossil fuels would be saved and all this would save the environment .
57		Time and again , creative artists like Michaelangelo , Picasso , Salman Rushdie , Shakespeare etc . have made artistic works which gave a social message . Right from sculptures to paintings , books to drama and movies , all these artistic works have reflected the contemporary social issues of different eras . Creative works help to create social awareness by giving a social message .
134		Firstly , some people suggest that qualification should be the foremost measurement to determine the value of a employer . It is of importance that workers should be well educated and trained to perform duties of their job . Specifically , people who work in professional fields such as medicals are required to have a university degree and years of experience . Social skills seem to be less important as they cannot contribute to the success of a surgery .
203		First , if you depend only on luck for all your accomplishments , you are taking a great risk . Luck is something intangible and no one can guarantee that it would ever come your way . If it doesn ' t work , it would be a great disappointment . Instead if you strive hard to achieve what you want , then your hard work would take you at least closer to your final goal . In my personal experience , all my accomplishments were backed by my hard work , not my luck . And I never did encounter any disappointments of missing my goals .
379		On the other hand , i believe that if we are passionate about what we are working , we are likely to achieve success easily in that field . There are plenty of people , who are now really successful , have started working in challenging as well as competitive fields as singers , dancers and painters . Besides , important factors in choosing a job such as level of happiness , satisfaction of jobs , personal relationships , professional skills , working environment , managers and colleagues should not be underestimated . Finally , some people choose a career due to their desire to help others and contribute positively to their countries and societies .
51		Second , usually libraries do not have income . Most libraries are free not for students also for public . Hence , universities support is vital for libraries . But sport activities have a good income because every sport has different matches and for each match they have a lot sponsors . Also , they have this chance to sell their important matches tickets . To conclude , there are good ways for sports activities to compensate their expenses , but it is very hard for libraries to find a good way for have an income .
2		Secondly , it is crucial to keep one Ûª s identity for they need a connection back to their country as well as teach their children their value of origin . For instance , children immigrated to a new country will face social troubles in school with new friends . In this new environment , parent should find friends coming from their same country so that they can socialize in a very familiar manner as feeling being home . Fail to create this familiarity makes them felt isolated , in the extreme can lead to social disorder like autism . Hence , it is clear that keeping the cultural traditions in the destination countries is tremendous important .
398		On one hand , boys and girls have the diversity in psychological modes and individuality . Most of male students tend to use their left brain to think and act , and they are more rational and logical than girls in many cases . For instance , there are more male scientists and engineers in comparison with females around the world . Many boys are interested in science and technology , while a number of girls like to learn literature , education and arts . Besides , girls are more likely to prefer some jobs related to emotion and communication , such as teacher , singer and interpreter . This means that girls differ from boys in mind and behaviour to a large extent , and they both have better ability in the specific aspect .
59		Importantly , capital punishment saves a lot of government funding which is wasted in maintenance of these hardcore criminals . Criminals who don ' t have any chance of improvement or who have a past record of such crimes are , therefore , given capital punishment .
316		Building more accommodating constructions meets people ' s basic need . People cannot live a harmonious life if citizens do not have a decent place to live in . If the price of housing grows continuously , a comfortable place to live in will be a luxury to the middle class and the low class . Then , ordinary people , especially the younger generation , will fall into a certain pattern - work , pay bills for housing , work ; and I am sure that it will increase people ' s dissatisfaction of the government . Because when they are working , the fair of losing their accommodation always lingers , which will limit their efficiency . And government should spend money on people to rescue them from this , because only a government of the people , by the people , for the people will finally last ; people ' s cohesiveness will be promoted .
339		In my opinion , though competitive children will be far more clever and faster than the co-operative child in an initial level , but it will not help them to be on the success path for the long run ; while on the contrary , co-operative child will have a potential of structuring and implementing new and innovative ideas with the help of a team .
151		On the other hand , few people are worried about the dying local languages . These languages are the basis for the origination and initial communication between different cultures . They represent local culture . As the usage of these languages decrease , culture also changes accordingly . Further , these languages are tightly coupled with history ; all the olden day literature and scripts will be impossible to decipher if these languages are lost .
62		Co-education helps both genders to gel well with each other . It helps them how to behave and cooperate and work together . For example , students studying in boy ' s colleges do not generally know how to talk to a female or behave in front of them . On the other hand , females studying in girl ' s colleges are too shy to face boys . Co-education will help to eradicate this kind of demerit in both . Universities giving both genders equal opportunities , will prepare them for future challenges and will help in the long run .
91		In spite of this , the disadvantages of the promotion of a universal language cannot be denied . To be more specific , a single international language may , to some extent , erode the cultural identity of a nation . This is because people may be impressed by the cultural values brought with the universal language , eroding a sense of national belong . For instance , some Asians are seeking individualism , previously denied by many Asian countries , due to the fact that they have gradually identified with such values expressed in American movies , which are imported by the governments as a result of the proliferation of English .
187		On the other hand , when a new learner wants to learn a new language in the country in which it is spoken , he has the opportunity to communicate with natives . He may find native friends and may participate in groups where members are people from the foreign country . No doubt , it leads to better understanding of language essential skills . He also has access to the most up-to-date language . Thus he can learn most useful idioms , proverbs and so many other things which the former person , person ' A ' , does not have access to .
270		Finally , some assert that the ability to plan and organize can be learned until obtaining a job . Thus , it is not need for young people to possess this ability . Nevertheless , this ability is also essential for young people since young people can overcome their bad habits and fulfill their goals more quickly with this ability . As searching information on the internet , young people are probably distracted by other attractions such as online games or social webs . At this circumstances , they would surf on the internet for hours and end up no where . It is obviously a huge waste of time . But if they make their plan in the first place , and then stick to their plans , they could get their work done quickly beyond their imagination .
298		The main reason is that students can learn lots of things from part time job , before starting their real job . Students can learn about time management , money management and convince people by their words . For example , when I was in my high school I worked as a sales-man in a shop for a year . As i had to spend some of my time in my job , therefore , i had to manage my time efficiently . I had to manage my boss as well as had to prepare my homework . This taught me how to manage time efficiently and do any job quickly and effectively . Moreover , I learn money management . When my boss was out of the shop , i had to manage the accounts section of the shop . From this i learned , how to manage money correctly . This experience taught me , doing part time job can help students to learn many things .
310		To begin with , if persons work rapidly , they will have more chance to study . Attending in some classes which try to increase the skills of employees can be considered as an absolutely effective parameter . If people learn how should increase their speed at work by studying , they can stares in their workplace . For example , I have a friend who was working so slowly . He has been threatened by his boss who was going to fire him . My friend went to a course where he learned how should work rapidly and now he is working .
24		Finally , even people who are not interested in online game can still be negatively affected by using computer too much . Some social surveys have shown that a few children use computer for studying purpose , most of them are attracted by facebook , blog , etc . instead . Due to this neglect , they will have a bad result in school because when they can not live without internet , they will have no time for their studying .
314		Secondly , other than the importance of accuracy , the world also seeks efficiency , which concludes both minimum time completion and also criterion of quality . Even when we managed to keep up with the pace by neglecting the details of a project and only aim for a general frame of the project , this will not be something satisfy for the company and clients . We soon will be out of the picture even when we kept up with the pace since when the problem reveals itself we ' ll have to go back and fix the mistakes we have made . This might be even more costly and time consuming than a neat completion of work at the start .
287		To begin with , going to another country to learn language is a good environment to stimulate people to learn language . For example , everyone around me speaks foreign language , and then I have to improve myself to communicate with people . If I could not communicate with other people , I could not even buy food to sacrifice my hunger . This environment makes me want to develop myself to be able to communicate with people that speak foreign language .
23		First of all , almost everything that changed our lifestyle a lot will also cause some social problems . Mobile phones are not out of expectation . Speaking loudly on the phone in public areas , such as schools , libraries and hospitals appears to be very impolite and offensive . What is worse , some students utilize their cell phones as an effective cheating tools in examinations in which they can send and receive answers by texting each other . Nevertheless , it is not impossible to solve these problems , as long as some regulations and rules can be effectively implemented .
383		Firstly , it is undoubtedly that thanks to modern technology invented recently , human life has been improved dramatically . Air-conditioners , computers , cellphones , washing machines , for example , is likely to be seen as greatest inventions helping people to reduce stress and time for other activities . Moreover , applying technological science into the preparation of medications also plays a significant role in saving the number of patients ' lives .
158		Old buildings are an essential part of history . Tourist often decide to discover the culture of a country when they visit through those old buildings . Therefore , managers of cities can earn more money from the attraction provided by old buildings and that amount can be spent on their conservation . Furthermore , the preservation of old buildings is also a ways to conserve our culture and everyone can learn much from them . Old buildings should be used as the culture museums and provide accommodation with more convenient for people who live there . . Many cities have development strategies as a city contains both unique and modern beauty , and that preservation help to finish half of work .
299		Second , colleges and universities have introduced foreign language course as a part of their curriculum . Students can choose any language from the set of languages available at a university . So , it is very easy to learn a foreign in our own country . Also , highly qualified foreign language teachers are easily accessible in various schools and colleges .
170		On the other hand , the development of technology is likely to bring some negative effects on the environment and society . People utilize architecture technology to construct buildings to expand urban areas , and fuel companies apply drilling technology to extract a great amount of fossil oil in natural regions . This would pose a large threat to the ecology and environment . Vehicle technology enables many people to drive private cars , and emission of exhaust gas could lead to air pollution in large cities .
359		On the other hand , in order to avoid the conflicts between foreigners and locals , people are trying to understand different culture and find solutions . For instance , tourists are given the brochures about the local traditions and customs before they visit the place . Furthermore , the tour guide are willing to help tourists to understand the culture from other countries . Thus , the possibility of the conflicts is reduced because the understanding between both parties .
55		Those who advocate focusing on one subject believe that this education model can cultivate more talents who specialized in different areas and increase studying effectiveness . This is probably because students can devote more time and efforts in one subject and reduce pressure from other subjects . However , the drawbacks of this teaching method cannot be neglected . Most importantly , under such target-oriented education environment , teenagers may be hard to regret their original choice and change their specialized field in their further study . Moreover , the dullness of course may deeply influence their passion on study .
238		However , other people visit museums are the most boring expirience of a trip . My cousin Pedro literaly hates to visit museums but he really enjoyed his visit to the famous London - Madame Tussaud museum , it was kind of art entertainment but also that visit helped him to understand the artist works , and in addition he started to respect and admire other types of arts that offers in other museums .
271		Another significant fact which should be taken into consideration is that by the help of teachers , students can understand ideas faster and easier since teachers explain them thoroughly in the class and after that give them a lot of examples to clarify the points . In this way attending classes not only wastes their time but also facilitates their understanding process that takes them less time for comprehending materials in comparison with self-study .
98		First of all , children can learn about the hardship of earning money . When they take some kind of paid work such as looking after babies , doing housework and keeping shops , they will have some life experience and skills which make them mature and can deal with many different situations in real life . Therefore , they are likely to understand their parents ' hardship , to respect values of money and to form a good habit of saving .
291		First of all , many people think that college and university should consider students to study with them only if they are good students . The reason is that studying in advance education take a huge of money . College and university do not want people who not qualify for to waste their money in these expensive courses and waste their time . They believe that only good students have potentials to success programs more that those who are not considered as good students . Consequently , mediocre students are not have a chance to gain these advance knowledge from college and university .
235		Moreover , it is hard to get manage two things at a time for instance , working and studying is not an easy job for the scholars , they need to concentrate on their studies . MPhils and PhDs scholars are probably engage in the research work , which takes their full concentration and surveys . The idea of free of charge education inspires those scholars who really want to put their efforts and get a degree from best universities .
217		On the other hand , finding out life through personal experience can help you become more independent and mature . For one thing , there are so many grate things that you can missed if you don ' t experience it by yourself . For example , a friend told you not to try skydiving because it was so dangerous . If you did as he told , you could fail to see how wonderful it is to be fall freely . In addition , family and friends accidentally harm you by giving you advice all the time . You will grow to be dependent and reliant . In contrast , free yourself and do what you desire without notice about consequences is the way that success people would like to choose .
251		However , some people might ask : what if the criticism proves to be wrong ? What if that I was at first right but the seemingly reasonable criticism led me to the wrong direction ? Doesn ' t insistence also a good character ? In my point of view , even if you are right , criticism is still helpful because in this case it not only is a fixer , but it also serves as a practice to test you how much you know about your work . Taking criticism doesn ' t necessary mean that you have to take it all . You should have your own judgments too ! And it ' s kind of art to make the best use of criticism .
24		First , using computer constantly has bad influence on children ' s eyes . When they concentrate on computer for too long , their eyes will get tired , which is the main reason for some eyes problems , typically shortsighted .
360		It is true that some celebrities tend to show off their images in front of the public . For example , some movie starts enjoy wearing luxury brand clothes and showing their expensive life style in front of the media , thereby gaining the public attention . If they continue to behave in such a way , it will create a misleading image to young people who may think that extraordinary life can be achieved without hard work . Consequently , the attention of young people may become focused on chasing the dream of celebrity status . This is detrimental to study and work ethics and habits .
145		The first and foremost reason lies in an inevitable fact that the more advanced facilities we have , the more chances we can increase our knowledge . For example , library is a good place for students to study or research . They can concentrate on the subjects with a tranquil ambience ; also , there are a lot of references for students to utilize . With this convenient and versatile facility , students can improve their learning condition . Therefore , we can commence to agree that certain facilities are beneficial to students .
79		Admittedly , the government should give priority to public services and facilities . This is because the government plays the role of a leader among citizens , which should discharge the responsibility of making optimal use of the tax money to keep society safe and stable . Simultaneously , public services such as education system or medical care can meet people ' s basic demand of survival , security and knowledge , thus making them feel comfortable , which can lower the crime rate . Therefore , public services and facilities should be given adequate attention by the authorities to maintain social stability .
58		However , blind and selfish competition is detrimental . ' Your loss , my gain ' kind of competition can never be fruitful in the long run . Competition should be always based on self-improvement rule . A healthy competition which involves raising one ' s own level above others is the best approach .
25		First of all , a large factory can stimulate local economic growth and reduce the unemployment rate . To manufacture goods , there must be the demand of laborers , from which the local residents can benefit . What is more , the factory is not isolated , other industries and business will be quickly established , resulting in economic growth of local area . For example , the estate industry will be boosted in order to satisfy the workers ' accommodation need .
288		Lastly , having more kinds of public transportation can dwindle the number of people using their own cars . Also , it provides many advantages . For instance , people can save their expenses form gasoline , which nowadays is getting more expensive . The necessary energy will slowly be used up , since people use less their own cars .
335		Firstly , connecting people by email is easy and fast . In addition , World Wide Web offers humanity to access to information , which they want to know for less than 10 seconds . These are two of the benefits , why IT is useful .
208		In addition , the basic economic course can also help with the students when they go to college . They may feel more readily to learn the knowledge in this field and save much time , with that they are able to study more efficiently and more deeply than other students . That as well would provide the students with more confidence and let them become more compatible .
268		First , in my view spending too much money for equipping the gyms or constructing football / basketball courts are really not necessary to encourage students to do sports . For example , my roommate , Mary , always wakes up 6 in the morning and spends 1 hour doing sport in the park which is near our dormitory . When she gets to the dorm , she is really full of energy and after taking a shower , she is ready to start a good day . As you see , she is doing exercise without spending a cent . What the university should do is informing the students the benefits of doing sport by hanging some posters in the campus , inviting some athletes to lecture for students and encourage them to spend some time for their body and health .
209		However , university is not just about academic studies but also a place to nurture artistic talent and develop soft skills . Therefore , it should be up for grabs for a majority of young people , who wish to pursue their passion as well as develop comprehensively .
397		However , despite the drawback mentioned above , technology has also made some contributions to the maintenance and study of traditional cultures in some ways . Internet has aided to assess the young generations to the cultural identity of many nations from all around the world . With the help of advanced methods , many art masterpiece has been well restorated and well preserved . Modern devices also assist the scientists to study the ancient societies much more deeply , hence discovering more cultural traces .
239		First of all , a person with good manner will give others a fine personal impression . Through those impressions , a person was easily to get acquired with others and blended with the community that surrounded him as soon as possible . For example , I worked in a new company , if I am a guy with good manners and treating everyone well , my new colleagues will accept me , even then I will be approved by the employers . In opposite situation if I am being rude , I can not get along well with each other . Finally , I will be fired and have no other choice but lost my job .
153		In addition , if financial management is taught at an early age , students will have better sense of understanding of their family financial background and status , students coming up with unrealistic whims and fancies are minimized . For example , buying a gaming console may not be a big deal for a student from an affluent financial background . However , for a student coming from middle class buying a gaming console may not be the need of the hour . Hence , having exposed to money management at a high school level will help them in prioritizing the financial commitments efficiently .
279		Last but not least , The internet makes the world becomes smaller which is a good thing . This is because people who have no time or have financial problems could travel around the world by using the internet . They can see lots of picture and videos of many interesting places . Moreover , people can learn other countries ' s culture and tradition which makes them have more knowledge about that nations .
