id,label,text
15,3,"First of all , it is easy to point out many benefits users can get from email and text messaging , which answers to the question of their great popularity . Before email and mobile phone , human beings communicated by meeting directly , sending letters or later , calling from home phones . Such ways usually made people have troubles for the expensiveness , difficulties in far communication or emergency and the loss of information . However , email and cell phones have improved the obstacles above . People can send or receive electronic letters anywhere and anytime they want . Especially , thanks to the function provided by email and text messaging ( SMS ) , it is cheaper and faster to transfer a lot of information , even to many people at the same time . They are so convenient that the majority of population prefer to use them instead of some traditional ways ."
16,4,"Though animal experiments have negative impact on the natural balance , it is necessary to make sure that people can live a long life . To begin with , it is indisputable that every new kind food or pill may be noxious , and scientists must do something to insure that the new invention benefits people instead of making people ill or even dying . The new foods or medicines are invented to promote the quantity of human ' s life . Thus even if they are volunteers ; they cannot take the place of animals to test the new foods or medicines . Furthermore , it also have potentially harm for human ' s health without any testing ."
17,5,"Second , I think watching television programs makes us lazy . We usually spend our times in front of television for at least three ours a day when we come back home after eight-hour working in the office . Hence , we do not have time to spend for healthy activity such as going to a gym or doing other sports . This makes us a lazy person who prefers to do sedentary activities like watching television shows rather than be active and sociable ."
19,5,"Living in their own houses will save the young adults a lot of money . If they live separate from their parents they will have to pay for a loan , electricity , water or even for a meal . If the young adults still study they will have to combine studying with working , because they will not have money to pay for everything . There will not be such worries when young adults live in their own home , because parents will take care for them . Moreover , parents will give their children money in order they to focus only on studying ."
20,1,"On the other hand , I believe that governments should restrict the use of products that cause air pollution for both individuals and companies . Governments also should use an amount of money from their budgets to clean up the air , instead of putting all the responsibility to companies and private individuals ."
20,4,"First , in most industrialized countries , there is a number of companies that holds heavy factories in their constitutions . The waste products and harmful gases produced by these factories cause a significant amount of air pollution . While these companies make a huge amount of money from their businesses , most of them are not considering to take precautions to reduce the amount of air pollution . If these companies were obliged to pay to clean up the air pollution , they would at least make an effort to reduce the amount of air pollution they cause ."
21,3,"Also , the more an advertisement of a product takes place in mass media , the more popular the product becomes . Advertisement is the most effective way to create a well-known product . Consumers tend to purchase the most known product when it comes to picking one out of two different brands of the same product . When a product is commonly used , it becomes trustworthy for the society , no matter what quality it is . However , it also has to be affordable for the consumer . Considering this fact , advertisements have undeniable affects on the society about the product being advertised . They make the product preferable ."
22,9,"However , on the other side of the coin are voices in the opposition , saying that universities provide not only skills for careers , but also academic knowledge for the human race , such as bio science , politics , and medicine . These academic values are necessary to the progress of the world . More importantly , many researches in the ivory-tower have created ingenious discoveries and achievements for the development of modern society . Another significant factor of universities is that diverse experiences in the campus life can make the young generation more competently because there are a number of chances through internships , deeper discussion , independent life , and exchange scholarships ."
22,4,"To begin with , those who advocate the impracticability of university have several reasons . From their point of view , the fact is that there are numerous job opportunities for those who do not have the certification of university graduation , such as mechanics , sales persons , or engineers , and , furthermore , labors for graduates are in short supply . What is worse , the labor market for highly educated students is now too competitive to get a job after finishing their studying . In this regard it is a loss of national productivity that young people spend much time on searching for high salary jobs , even can be a sheer time-consuming ."
23,9,Another debatable problem is about techniques . There is panic among people that their conversation can be intercepted by the third party . This possibility exists all the time . But a more efficient and reliable system can also be invented to guarantee the private information of users .
23,9,"Moreover , the mobile phone has become a dispensable multifunctional tools in people ' s daily life . Not only used for communication , but it also functions as an Internet browser , a music player , a personal organizer and so forth ."
23,5,"It is also worth mentioning that some harmful effects on our health are lethal . It has been proved that overusing of the electronic devices including mobile phones could lead to higher possibility of suffering hearing loss and even cancers , although the further investigation are needed ."
23,5,"First of all , almost everything that changed our lifestyle a lot will also cause some social problems . Mobile phones are not out of expectation . Speaking loudly on the phone in public areas , such as schools , libraries and hospitals appears to be very impolite and offensive . What is worse , some students utilize their cell phones as an effective cheating tools in examinations in which they can send and receive answers by texting each other . Nevertheless , it is not impossible to solve these problems , as long as some regulations and rules can be effectively implemented ."
24,4,"Finally , even people who are not interested in online game can still be negatively affected by using computer too much . Some social surveys have shown that a few children use computer for studying purpose , most of them are attracted by facebook , blog , etc . instead . Due to this neglect , they will have a bad result in school because when they can not live without internet , they will have no time for their studying ."
24,9,"First , using computer constantly has bad influence on children ' s eyes . When they concentrate on computer for too long , their eyes will get tired , which is the main reason for some eyes problems , typically shortsighted ."
25,9,"First of all , a large factory can stimulate local economic growth and reduce the unemployment rate . To manufacture goods , there must be the demand of laborers , from which the local residents can benefit . What is more , the factory is not isolated , other industries and business will be quickly established , resulting in economic growth of local area . For example , the estate industry will be boosted in order to satisfy the workers ' accommodation need ."
25,6,"However , it is inevitable that there will be more factories built with the development of our society . Therefore , how to improve the disadvantages of building a factory would be more important than whether to build it . In fact most problems can be avoidable if the factories put in real and great effort to manage their waste well ."
26,4,"Not cooking fresh food will also lead to the lack of nutrition . It is true that cooking prepared food needs much less time in comparison with the fresh food . Whereas some research has apparently demonstrated that prepared food is unable to support enough nutrients we need , especially for children who are growing up ."
26,5,"First of all , to make their food easier to prepare and taste delicious , almost every producer adds a wide range of artificial ingredients in to the food that is now purchased by most people . Some ingredients being added have caused dire consequences . For instance , there are usually some articles in newspapers and magazines which report the relationship between certain chemical components in some food and diseases . Thus , easy-to-cook foods sometimes could be dangerous for human ' s health ."
28,5,"First of all , I do support the idea that advertising alcohol , cigarettes , goods and services with adult content should be prohibited because these kind of ads will have negative effect to our children . Youngsters might be tempted to buy cigarettes or alcohol and later to start consume it on a daily basis . Fortunately , some countries take this issue seriously and advertising alcohol , cigarettes and materials with adult content is banned on those countries ."
28,5,"On the other hand by advertising companies , businesses , firms and individuals promote their goods and services . Thanks to ads we learn about new products , we can compare them and choose what Ûª s the best for us ."
28,4,"These days , not only many businesses , but also governments have to rely on advertising . For example , tourism makes up one-third of the Czech Republic ' s economy . In order to promote the country ' s attractions , the Czech government has to advertise and sell its services to foreign consumers . Only well planned and well targeted advertising will bring more foreign tourists to the country ."
29,4,"Firstly , extra income that women earn will contribute to their family ' s expenses . By taking up a job , a wife can earn more money to support her family life . This is really necessary in cases of her husband ' s low salary and the difficulty of getting a good job at the present . So , it is a normal practice for women to be helpmates in earning money ."
30,2,"Some parents might not have enough money to pay for their children university fees . In the other hand , I don ' t think it is also fair for the government as the government has been paying a lot of money for their students ' primary and secondary education . It is better for them to use the money to pay for the other students ' education so that all people in their country could receive the same education ."
30,9,"Furthermore , this will encourage all the parents to think of the way to help their children to achieve more in their lives as they need to make some contribution too for their children future ."
31,4,"Secondly , an increase in the number of automobiles causes terrible traffic congestion . Once we get into the traffic jam , it forces us to waste our time for a while . What is worse , traffic congestion irritates drivers and as a result , it leads to an increase of traffic accidents . Thus , the methods to reduce the number of automobiles and to control car ownership and use should be immediately planned and implemented ."
32,5,"Third , the campaigns might include practical benefits . In globalized world , the economies of several countries are in a big network and must influence on each others . When America mortgage loan system went bad , several economies of European and Asian countries fluctuated , even any countries had to be gotten international supports to block its bankrupt ."
32,5,"First of all , poor counties suffer from shortage of basic materials and facilities to start businesses and make it richer . To be out of poverty , it is fundamental to support basic industry related factors such as light , electricity , load , highways , natural resources , technology and buildings for companies . Aiding help poor countries in this situation solve their economical problems and run their own business . In actual , republic of Korea used to be the poorest country even compared to others in Africa in 1960 ' s . Now that it has became strong economy country aiding poor countries after 10 years of aid from other counties ."
33,3,Some people prefer to recognize globalization as a threat to ethnic and religious values of people of their country . They think that the idea of globalization put their inherited culture in danger of uncontrolled change and make them vulnerable against the attack of imperialistic governments .
33,4,"Moreover , the proponents of globalization idea point out globalization results in considerable decrease in global tension due to convergence of benefits of people of the world which is a natural consequence of globalization ."
35,5,"To boost their sales and win over customers , companies pour a great amount of money into advertising . Most of the time , it is not about the function or quality of the commodities themselves but really the promotion of the good feeling of possessing the product . By which I mean , huge cooperation hire celebrities as the face of their product . By casting famous singers in their television advertisement , motorcycles or clothes for example , sales increase significantly since youngsters , as the target consumers , love celebrities . Since having these products shows their status , the quality obviously is not relatively important ."
36,4,"Secondly , most violent crimes are related to the abuse of guns , especially in some countries where guns are available for people . Eventually , guns will create a violent society if the trend continues . Take an example , in American , young adults and even juveniles can get access to guns , which leads to the tragedies of school gun shooting . What is worse , some terrorists are able to possess more advanced weapons than the police , which makes citizens always live in danger ."
36,4,"The first factor considered is the risk of accidents with guns . The accidents cannot be completely avoided although only those who have gun licenses can purchase guns . For example , we hear some news from time to time that someone was hurt by accident during the hunting . So the fewer guns possessed , the fewer accidents would happened , our surroundings would be safer with lower accident rates ."
39,7,"Firstly , many facts about solar system can be discovered . For instance , a picture of planet earth proved that the earth is round , not flat . Another example is that it is the earth which goes around the sun , not vice versa . If it was not for the space exploration , we would never know these facts ."
39,5,"Finally , a great deal of sophisticated technology can be invented . As astronauts need to travel to outer space which does not have any oxygen to breathe in , scientists are compelled to do research on the oxygen tanks . Oxygen tanks , for instance , are proved useful not only in outer space but also underwater . Moreover , spaceships , communication satellites and space pens also contribute a lot to the society ."
40,3,"It is undoubtedly certain that students can gain their practical experience by getting involved extra jobs . Part-time jobs furnish them with precious chance to practice what they are learning at their universities . In addition , that seems to be more essential the present shortage of sufficiently practical conditions supplied in universities . As a result , students who get part time jobs have not only academic knowledge but also hands-on experience . Moreover , having experienced in working environment during student time offers a distinct advantage when they apply for jobs after their graduation ."
43,5,"Secondly , these sporting occasions are a good opportunity for people to be proud of their country . For instance , when the Football World Cup was organised in South Africa , its citizens filled up the stadiums , cheered and waved national flags to support their national team on the field . South African national and traditional songs were played in the streets throughout the night . This example demonstrates how people might take numerous elements from their roots and history to proudly display them while supporting their team . As a result , it is clear that people can freely express their patriotic feelings during international sports events ."
43,5,"Firstly , during times of war , people living in badly affected countries can forget about the gloomy environment and maintain a link with the rest of the world by listening to international sports event . For example , when Irak was hardly struck by the Second Gulf War , its citizens tried to catch any incoming news about the FootballWorld Cup through their portable receivers . This clearly shows that international sports competitions encourage people and put pressure on them to come back , sooner or later , to a relative peaceful normality . Thus , world sports events strongly participate in eventually pulling back people towards friendship and peace ."
45,4,"Of course , this does not mean we should leave alone those who do need assistance . They are already in reverse circumstances and it would be rather difficult for them to overcome the difficulties without external support . In this case , the government ought to set up free vocational trainings or to provide interest-free bank loans for them , so that they can have the chance to get back to work . After all , it is beneficial to the society as a whole when the jobless can make contribution again ."
46,4,"On the other hand , universities are regarded as institutions where abundant educational resources gather . It is , therefore , not necessary for a certain course or type of training to be offered to the students by a university , but instead , these must be made available when needed . So the truth lies somewhere closer to the fact that a university should provide access to information , rather than offer selected courses that are suitable for employers ' taste ."
48,1,"Nevertheless , opponents of online-degrees would argue that attending lectures in person provides students an opportunity to communicate with teachers and other classmates . They further point out that traditional teaching approaches involving discussion and cooperation among students play a significant role in campus life . It is the real interactions and communications in class make education much more attractive ."
49,9,"Nevertheless , opponents of modern communications claim that only the more privileged are able to enjoy the benefits . They further point out that the wide spread use of these efficient and effective ways of communication costs a considerable amount of money . Anyone who aims to use these innovations have to not only pay for the appliances such as a mobile phone or a computer but also cover up costs for communication services . Consequently , people who live in poverty are less likely to be benefited from modern communication technologies ."
49,4,"To begin with , mobile phones and other tools of modern communication facilitate not only contact with friends and relatives in faraway places but also global business . With the click of a button , the vast amount of information can be transmitted from America to China in just a few seconds . Furthermore , it is generally felt that the access to these tools of communication is available in every corner of the world . With a mobile phone or a laptop , a person can talk or send messages online at a bus stop , in a corner shop or anywhere they could imagine . Therefore , it seems that these new forms of communication do bring a great deal of convenience to humankind ."
50,4,"It is obvious that music has a great power which can positively influence on human being and its psychology . Therefore , many university authorities provide music lessons for their students so that they live and study in a harmony with music . I have an impression that students , who spend a great deal of their time studying different academic subjects should have an opportunity to cope with the stress gained during school time . In this case , music can be a useful and interesting solution . Moreover , if musical activity involves many participants , there will be co-operation and developed team work in the group , which is , of course , beneficial in their future life . In fact , students with a quite poor academic background can show themselves in the music . Consequently , the calm atmosphere in the class might be created ."
51,3,"Second , usually libraries do not have income . Most libraries are free not for students also for public . Hence , universities support is vital for libraries . But sport activities have a good income because every sport has different matches and for each match they have a lot sponsors . Also , they have this chance to sell their important matches tickets . To conclude , there are good ways for sports activities to compensate their expenses , but it is very hard for libraries to find a good way for have an income ."
51,2,"First , I think a library is vital and strategical part of a university . All professors and students need to have a modern and well-equipped library because , after internet , library plays an important role in research . Although sport is important , it does not have the same priority of library has . In addition only small part of students attend sport activities . For example , in my university number of students who use the library is much more than students do sports activities ."
52,2,"Some people claim that the prevalent of English brings a great number of benefits for people . First of all , it promotes the communication and interaction between different countries more conveniently and clearly . In the ancient time , the different languages and geography set barriers for people to exchange their goods and ideas . Fortunately , the innovation of plane and train solved the geographical barriers . If we can popularize the use of English , the language hinder will disappear as well . In addition , English is a beautiful language , which is more systematical and extensive than many other languages . Learning English can foster people ' s sentiment and nourish their literature and art ."
53,4,"On the other hand , many farmers and owners exploit animals beyond their limits . For instance , cows are often injected by Oxytocin , a hormone which is used to forcibly increase lactation . This in turn , causes lots of discomfort and pain to the cattle . Furthermore , thousand of animals undergo painful suffering or death as a result of scientific research of drugs and various products . Another example of this is cage farming which is against animal rights . Many other practices like , equestrian sport where horses run miles and miles and beaten up by jockeys to make them run more faster . And above all pleasure hunting of defenseless animals ."
54,4,"On the one hand , technology indeed simplifies people ' s life all the time . Obviously , people who watch exhibitions on TV or internet at home , save the time and money on the road , which is increasingly significant particularly to people in modern society . However , in accordance with recent research , experts suggest the lifestyle of individuals in modern society is unhealthy because they lack of physical exercise and face-to-face communication ."
55,9,"Those who advocate focusing on one subject believe that this education model can cultivate more talents who specialized in different areas and increase studying effectiveness . This is probably because students can devote more time and efforts in one subject and reduce pressure from other subjects . However , the drawbacks of this teaching method cannot be neglected . Most importantly , under such target-oriented education environment , teenagers may be hard to regret their original choice and change their specialized field in their further study . Moreover , the dullness of course may deeply influence their passion on study ."
56,3,"No one can deny the huge benefits of the trend that English is being accepted universally . To begin with , communication between countries and cultures become convenient . In my country , English is a required course from elementary school . Thus , studying abroad is easy and becomes hot among youngsters . For them , language obstacle is no longer a problem , which results in mutual understanding and trust between their mother land and the host country . This , in turn , enhances relationship and promotes international business . Furthermore , researchers , especially those who work on high-tech , would have wider range of references if they are good at English . Taking IT industry for an example , top technical science is published in English . It ' s neither to get a translated version of these articles , nor to always have a translator besides . As a result , they have no choice but choosing English as a second language ."
57,5,"Unfortunately , many governments restrict the artists . Frank Zappa once said , "" Mind is like a parachute , it doesn ' t work if its not open "" . Restrictions would just curb the innovative ideas of the artists and would limit their brains . Like the media , artists should also be given the freedom to express their ideas freely ."
57,4,"Time and again , creative artists like Michaelangelo , Picasso , Salman Rushdie , Shakespeare etc . have made artistic works which gave a social message . Right from sculptures to paintings , books to drama and movies , all these artistic works have reflected the contemporary social issues of different eras . Creative works help to create social awareness by giving a social message ."
58,4,"Nevertheless , co-operation helps to understand other ' s perspective and learn by their mistakes . It helps to identify one ' s strengths and weaknesses as compared to others . A co-operative approach can create inspirational and motivational feeling seeing other people ' s achievements . However , competition is also as important as co-operation ."
58,5,"Unfortunately , the meaning of competiton has been modified in a wrong direction . An individual must compete with oneself only , instead of trying to beat others . Competition has helped the development of science and technology . Competition helps in improvement and evolution . For example , every other day , new cars are developed by companies which are more efficient than others . This kind of competition gives customers more options ."
58,1,"However , blind and selfish competition is detrimental . ' Your loss , my gain ' kind of competition can never be fruitful in the long run . Competition should be always based on self-improvement rule . A healthy competition which involves raising one ' s own level above others is the best approach ."
58,2,"Co-operation is essential for teamwork . Educational systems emphasize on encouraging co-operative approach in children . We live in a social setup and mutual help and sharing only leads to success . A person can not learn or achieve everything by oneself . For instance , lions hunt in a team . It is only due to their teamwork that they are able to catch a prey and make task easy . In the same way , co-operative approach will save time , energy and will have a higher success rate ."
59,9,"Importantly , capital punishment saves a lot of government funding which is wasted in maintenance of these hardcore criminals . Criminals who don ' t have any chance of improvement or who have a past record of such crimes are , therefore , given capital punishment ."
59,5,"However , the jury giving the verdict are also humans . They have the life of a person at their discretion . They can make mistakes which can sometimes affect an innocent , circumstantially marred criminals . The jury must therefore , take into account the circumstances of committing a crime . For example , if an individual murders someone for self-defense , then such a crime is not heinous . Only deserving criminals , who commit such hateful crimes in their proper senses are subjected to capital punishment ."
60,2,"In most education systems , a child studies continuously from the age of 5 till 16 years of age . A relaxation of one year to young minds will give them a quintessential change . A continuous study pressure for over 10 years makes the mind saturated and like a robot , to follow instructions . Personally , a break will give students some time to refresh their systems , by traveling or following their hobbies . Importantly , when students start their university studies after a break , they will feel fresh and full of energy to take the new challenge ."
61,4,"Moreover , future prospects of computers are very bright . From a computer as big as a room , it has now been minimized to the size of a palm . Nanotechnology is working to make computers to the order of microscopic levels . Research on making computerized drone soldiers ( unmanned computer controlled ) is going on . There is no end to the evolution of computers ."
61,4,"In the modern world , computers are used everywhere . Right from flying planes to sending a small document , computers are needed . They are used in space programs , wars , hospitals , schools and so on . Computers have made human life more easy , convenient and lightning fast . For example , in earlier days , if one had to send a message to someone in other country , it used to take months . But today , it can be sent in few minutes by typing a email and few clicks . Computers provide speed , increase efficiency , accuracy , precision , help to increase productivity and other countless benefits are provided by it ."
62,5,"Co-education helps both genders to gel well with each other . It helps them how to behave and cooperate and work together . For example , students studying in boy ' s colleges do not generally know how to talk to a female or behave in front of them . On the other hand , females studying in girl ' s colleges are too shy to face boys . Co-education will help to eradicate this kind of demerit in both . Universities giving both genders equal opportunities , will prepare them for future challenges and will help in the long run ."
62,1,"Unfortunately , some male chauvinists think that women are incapable in particular fields , like maths , mechanical engineering , defense etc . This kind of gender biased approach is detrimental for the development of the society . Time and again , women have proved their mettle in every field . Women like Margaret Thatcher , Indira Gandhi , Mari Curie etc . , are symbols of women ' s intelligence and skills ."
62,2,"Right to education is a basic human right of both , males and females . The whole world aims for women empowerment , and to achieve this , females should be given equal opportunities as males . When universities will accept them in equal number , both genders will be able to nurture their talent and a healthy competitive environment will develop ."
63,3,"Another reason is that most of young people prefer to have meals at restaurants because they want to invest more time in their work or study to improve themselves . According to a recent survey , 89% of people have come to think that , since they have been put in the situation which is filled with competitions and pressures , they have to use a lot of time to work hard , to update themselves , to acquire all kinds of skills and so on . Thus , they find hard to have time to prepare and cook a meal . Even they have some spare time , they prefer to go out with friends to relax and relieve the pressure from work and study ."
63,5,"Some people may argue that investing much time in cooking food will guarantee nutrition as well as quality of food for their family . To some extent , it is true . However , as a matter of fact , using technology or advanced facilities do not make food lose its nutrition and quality . Even , with the help of ozone machines , bacterias , mold spores , or pesticide in vegetables , fruits and foods will be killed and removed , thus health and life of eaters is assured . Besides , along with the high living standard , requirements of quality products in almost restaurants , nowadays , are under severe control and supervision by appropriate authorities . Consequently , it is quite easy to have a nutritious meal with guaranteed quality , but do not waste a lot of time ."
64,6,"However , I think traditional games are still indispensible in children ' s learning process , even much more essential than modern games , especially in modern society . One primary merit of traditional games is that they foster children ' s communication skills . Unlike most modern games which focus on the interactions between children and machines , traditional games provide a relaxing and enjoyable atmosphere where children can chat , laugh and cooperate face to face . As a result , communicating with a variety of people will not be an issue for these children any more ."
66,1,"On the other hand , some people are concerned that technology may have a detrimental effect on the traditional lifestyles . They argue that people , especially youngsters , are crazier about fresh and advanced things , such as digital products , thus becoming indifferent to traditional techniques . But I believe this is not the issue because people tend to follow the trend back to the tradition in the recent years ."
66,5,"In terms of time and space , technology makes it more efficient and effective to promote the traditional skills and ways of life . In the past , only when people went to the local place could they experience the specific traditional lifestyles . This means individuals who were engaged in work and therefore could not spare time to travel or restricted by traffic conditions had to miss the chance to appreciate the traditional skills . However , with the access to the Internet , one of the greatest innovations in modern society , humankind can acquire the traditional techniques displayed online anytime , anywhere ."
67,2,"One of the major concerns against freeing artists ' creation derives from the fear of social misleading which would destabilize the society ; however , I believe the audiences have their own judgement and are not likely to be misled or influenced by some art work . It is needless to say that art inevitably involves imagination , exaggeration and sometimes is purely fabricated ; regardless of whether the work of art is based on truth or not , it is the public ' s authority to determine how to interpret its meaning . If the art displays unreality , the public audiences certainly have the acumen to recognise its untruthfulness and only appreciate its art value ; if the art reflects the reality , then what would be the intention to ban it if it was not for covering the dirty truth ? Would it be autocratic if the government clamp down the artists who are telling the truth ? In a word , the notion of being afraid of social misleading is unjustified ."
70,5,"Specifically , price control institution has been used in plenty of social areas , for example , in the farming products and in the real estate area ; however , whether it can work out for alleviating traffic and pollution pressure ought to be evaluated . On one hand , governments have a macro-economic perspective to control price in various areas according to social demands . Consequently , it seems not easy to increase petrol price instantly . On the other hand , pollutions are not just caused by the burning of oil , chemical pollutants , extra lights , also constitute considerable amount of pollution . In addition , the improvements of work efficiency also attribute to the speed-up of working pace , resulting in traffic jams during rush-hours ."
71,4,"Besides , it is obvious that publicizing brand image or a particular product of mass media could boost sales for companies . In a larger sense , it could simulate household spending and therefore promote the economic development of the whole country . A recent study shows that after launching an advertising campaign , the sales revenue would increase by 40% , which is the very fact to verify its positive influences on economic ."
71,2,"First , it is unfair to restrict those public service advertisements which are creative and inspiring . In fact , they are not in the purpose of making profits but taking a role of disseminating valued culture , good moral traits and calling for helps for the disabled and the poor ."
71,9,"That is not to say , however , that advertisements have no downsides . Of course , the advertising expenses lead to a higher product price and some of them express fake information , creating information asymmetry between consumers and companies . Yet , its merits still outweigh these downsides ."
73,9,"Looking from another perspective , written words are also vital in order to spread across certain messages . With only pictures , everyone is left to their own interpretation on how they perceive the images . Nonetheless , this is different when words are used to explain what the illustration is about . Furthermore , the primary way of educating students is also by this way . Academic textbooks these days are laden with words besides pictures to guide the readers to comprehend better ."
74,5,"On the other hand , there are some drawbacks from saving minority languages . Although governments invest money on doing that , it is hard to gain the good results . As evidence of this , there are a few people , particularly the youngsters , do not pay attention on collecting and studying those . These kinds of languages are usually difficult and unpopular . In addition , the preservations need a long time to gather , restore all information as well as train in the educational centre . If they do not try their best , their protection can be halted and waste of money ."
75,5,"Admittedly , art , to some extent , serve a valuable function about enriching one ' s daily lives , for example , it could bring release one ' s heavy burden of study pressure and refresh human bodies through a hard day from work . However , it is unrealistic to pursuit of this high standard of life in many developing countries , in which the basic housing supply has still been a huge problem with plenty of lower income family have squeezed in a small tight room . By comparison to these issues , the pursuit of art seems unimportant at all ."
