ID	Label	Text
244		"To begin with , television shows make people forget what is really important . One who has favorite programs tends to be obessed with them when they are on air . Thus , they cannot make appointment or go out with their family or friends at that time since they think the programs are so crucial to their lives . One of my friends , for example , once cancelled an appointment to play basketball with in order to watch the favorite television show "" Infinete Challenges "" . This is not only about basketball , but also about our friendship , which depends on how often we meet and have a chance to talk to each other . That is , watching television alone at home , my friend lost the opportunity to increase cohesion between us . "
205		Secondly , some students might learn better at home on their own , for instance , by reading the textbook . This problem occurs especially if the lecturer is lethargic . By letting students choose not to attend class you give them the opportunity to escape bad teaching . Thus they are able to save precious study time and dive into the course syllabus independently .
192		Another reason is that a large number of friends can help you to consider all the possible solutions to a problem and to make you more open-minded . For example , if you happen to face a problem and ask them for advice , your friends you will see that issue from their different point of views and accordingly they will help you to consider better all advantages and disadvantages .
154		Apart from saving a lot of money , living with a roommate also enables me to socialize more easily . It is always easier to socialize when you have a lot of people around you . You can invite your roommates ' friends over to your room and have fun together . For instance , one night , my roommate , Millan , brought his friends along . Even though his friends and I were total strangers to each other , we quickly got to know each other . We soon found out that everyone loved playing video games . We played a video game called ' Halo ' together all night , and became good friends . Living with a roommate made socializing much easier for me .
241		Furthermore , the city has well-organised lines of transport . The buses and trains are more frequent than in the countryside , so the city provides better communication .
401		The first reason why the father ' s role should be equal to the mother ' s role is the nature of parantage . In my view , the role models within a family play a significant role in the development of the child ' s characteristics . For example , in a traditional Turkish family , while a mother has a sincere and thoughtful approach to the child , a father role must be present as authoritarian and conversative to raise a well-behaved child .
218		Second , childhood is the period where people go to school and learn . Therefore , school memories are one of the best memories in a person ' s life . There you learn , to find your first love , to make new long-lasting friendships and of-course you will have a lot of fun . For example , my father ' s best moments in his life are in his school years . Moreover , he is still in-touch with some of his classmates and sometimes they get together and share their childhood memories .
253		Second , by bridging the theories with daily life events , students are given the chance to apply knowledge to their lives and develop their own ability of problem-solving . This will address students ' interests because it ' s the assignment that needs real life participation . For example , in law class , students are informed their rights and duties and they are taught how they can apply law to different situations that might happen upon them . When any one of the situations occurs , they can think independently and figure out how to react .
366		Secondly , it is believed that when youth follows celebrities it affects personality of young people in a bad way . Adolescents follow not only the make up and attire of their favorite stars but also their behavior . For instance recently in a poll conducted by an American magazine it was found that most of the parents and teachers complain that teenagers use derogatory words and abusive language at home and at schools . So , this example makes it obvious that these glamorous celebrities have a poor effect on the conduct of young people .
142		In addition , a community with the elderly who have a good health has a major role to play in a sustainable development of a society . In facts , young people will be happy as their parents , grandparents are healthy . It can be said that the improvement of medical care makes a better life for all people .
252		Second , music and art are life-long cultivation worthy of investing . They teach us how to appreciate beauty and express feelings in a creative way . They are essential to our spiritual life . Therefore , even if children are not going to be great musicians or artists , learning music and art is still worthy because it can nourish your temper and serve as a leisure .
140		To begin with , judging student ' s skills and abilities should only be based on their academic qualifications and talents rather than gender in particular . Nowadays , both male and female students are equally competitive to each other and deserve to produce impressive results in various field of education . In India , for example , female students are more often likely to grab more number of top scorer positions in every year higher secondary school examinations .
380		One can not deny the fact that if petrol and fuel taxation are raised , people might hesitate choosing a personal automobile . Taxation may have tackled the environmental issue simply by diverting people to public transportations such as trains , buses or ferries . Additionally , for those who have already afforded a car , there is a likelihood it is restraint from usage on long journeys or to crowded cities .
221		Secondly , the zoo preserves a large number of rare animals and provides them safe habitats . In the zoo , there is not so harmful as a forest . They , fed by zookeepers , do not need to find food themselves . Furthermore , we can do artificial insemenation to maintain nearly extinct wildlife .
261		In addition , studying art and music is also the appropriate outlets of stress and superb ways to relax . Obviously , with the improvement of life rhythm , people have currently suffered too much pressure from their studies or jobs , and these pressure are likely to destroy one person if he cannot find a way to emancipate himself . Art and music are , of course most accessible tools for modern people to liberate themselves from the extremely stressful life . When enjoying one piece of brilliant paintings , such as the Mona Lisa , people would put all their pressure down on the ground and just think about what the most proficient and mysterious smile in this world stands for . At this moment , they would totally involve in the ocean of art and their stressful nervous would be relieved . Apparently , this sense towards art is built on the initial study on the art .
63		Another reason is that most of young people prefer to have meals at restaurants because they want to invest more time in their work or study to improve themselves . According to a recent survey , 89% of people have come to think that , since they have been put in the situation which is filled with competitions and pressures , they have to use a lot of time to work hard , to update themselves , to acquire all kinds of skills and so on . Thus , they find hard to have time to prepare and cook a meal . Even they have some spare time , they prefer to go out with friends to relax and relieve the pressure from work and study .
178		Lastly , it is more likely for us to buy goods in lower price in the shopping center , and save our time on the other hand . There may be a competition between the new shopping center and other existing stores to attract the customers . Accordingly , with sales promotion , it is easy for consumers to compare the price of the same merchandise before they buy . In addition , the residents do not have a problem spending time on commute in the hope of setting up a shopping center near their homes .
278		Second , besides the academic knowledge , the awareness of social behavior is an important factor for human ' s life . As a practical epitome , students should be prepared to present in society after their graduation . Thus social activities can help them to be familiar with other ' s mind and different environment . In my opinion , social groups and classes are significant factors to prepare students to contribute in discussion and encounter real social environment . So , social activities have same rights to receive monetary support .
39		Finally , a great deal of sophisticated technology can be invented . As astronauts need to travel to outer space which does not have any oxygen to breathe in , scientists are compelled to do research on the oxygen tanks . Oxygen tanks , for instance , are proved useful not only in outer space but also underwater . Moreover , spaceships , communication satellites and space pens also contribute a lot to the society .
169		Nevertheless , professors could teach students through research and projects . Some students enjoy taking part in some research . Through to use the equipment and invent their own work , they may get more experience in the process of research . For instance , electronic students always invent new machines such as robots , MP3 and remote control car . They can manage the electric theory in practical skills . And some students will be rewarded by investing new inventions . However , only under specific circumstance , when students master all of the systematic knowledge , can they accomplish research . This is requires professors provide high quality courses . In other word , professor should concern about preparing class .
147		Another reason should be mentioned is that adults often do not pursue games as a competitive activity , while children are always keen on competition and winning . For youngsters , maintaining their desire to win often develops many outstanding characteristics whether they participate sport events or not . For example , my younger sister likes fencing , and thanks to her desire to win , she never gives up when facing a difficult situation , or even becoming hurt . On the other hand , adults often consider such behaviors as childish and drop them immediately . In fact , a competitive person usually finds it difficult to cooperate with friends and colleagues . Because of that , they no longer play games for any moderate achievements , and gradually lose their interest in such activities .
373		Secondly , nobody has the right to take another human life . It is undeniable that the rights of life are the basic and vital rights of a human being . No one has the right to take the life of a human ; even if he committed murder . If you kill a criminal , you become a criminal . Moreover , if we think that killing is the best way to solve the problem , it is neither unethical nor immoral . In short , crimes seem to increase due to the capital punishment .
301		Firstly , committing to our goal helps creating personal worth . For example , I realized the true potential of my body and mind as I decided to train myself hard . Even if I were not to win this medal , I acknowledged the great amount of my endeavor as I could keep my tired legs running .
71		That is not to say , however , that advertisements have no downsides . Of course , the advertising expenses lead to a higher product price and some of them express fake information , creating information asymmetry between consumers and companies . Yet , its merits still outweigh these downsides .
393		An even more detrimental fact is that detailed reports of crimes exposured on the press may provide the potential criminals with instructive learning materials , which would be hard to obtain otherwise . This may help those who are in the process of panning a criminal act perfect their plans , avoid the pitfalls and make themselves harder to be tracked down by the police . Thus , without the prevention on criminal details , the unlawful behavior would be more and more severe and the social harmony would be broken .
314		Besides , when looking at this problem within a broader image . Some work cannot tolerate any mistakes at all , for instance , in official missions like the work done by NASA , a tiny mistake can be catastrophic . A miscalculation of the orbit in launching rocket may lead to a failure of the whole project which might worth trillions of dollars . In such circumstances , even when the scientists want to finish off quickly , but they couldn ' t miss even a single part of the mission since it may trigger loads of problems .
152		The phenomenal progress in medical science in the last decade was a huge achievement for human being to make the world a healthier and , thus , a happier place to live in . Today , even some disabled people with serious vertebral injuries can start doing physical activities like walking again thanks to the continuingly efforts of biomechanical engineers and neurologists . The advancement in drug delivery systems is another example that could save lives . To be specific , scientists could invent ways to lead drugs directly to the damaged organs of the body , which is a miraculous breakthrough . In general , the increase in the average age of human from 50 to around 75 years through last decades is a strong evidence to show how successful human was in medicine .
59		However , the jury giving the verdict are also humans . They have the life of a person at their discretion . They can make mistakes which can sometimes affect an innocent , circumstantially marred criminals . The jury must therefore , take into account the circumstances of committing a crime . For example , if an individual murders someone for self-defense , then such a crime is not heinous . Only deserving criminals , who commit such hateful crimes in their proper senses are subjected to capital punishment .
173		Finally , a visit to the zoo will help increasing someone ' s respect and appreciation for animals . It is a lot easier to appreciate something after you have seen it , and learned from it . This is especially true for people living in the city , where the only animals they normally interact with are pets like cats and dogs . In the present there is a lack of respect for animals . Being able to see the animals in real life and learning facts about them would help by making people aware of the importance of animals and the respect they deserve .
209		What is more , there is a tendency for social vices to rise if university is to be restricted to only the best people . Apart from the disheartened ones , many devoiding of neccessary preparations are likely to be recipes for failure when applying for jobs , mostly the white-collar ones .
364		In addition , in some cases that traditional way can not replace by a new technology . Lot of people like to use traditional things because if their quality and durability . In paticular , vases are made by hand would be used more . Futhermore , there are plenty of works that using traditional way is unique method . For instance , making cone hats from leaves have to use hand . Not only because there is no machine for the work , but also it looks more beautiful when it is made by hand , so resulting in greater value economy .
345		First of all , many of us would agree to the fact that people ; who prefer working longer hours , do not find time to focus on their health . By working too long , they often become tired , lazy and reluctant to carry out physical exercise in order to remain fit and healthy and eventually loose health and become sick . Moreover , they become extensively addicted to their work and become workaholic type persons . The repercussion are so severe that their families and friends remain deprived off their attention and in the end they end up losing balance between their family and personal life .
251		"Second , taking criticism is a virtue as you take someone ' s opinion that is against you . Even if you are not working in a group , you still need to take others ' criticism . Criticism definitely hurts because it points out your drawbacks and forces you to confront them . However , criticism can help you detect those drawbacks and fix them if you are willing to take it . Those who don ' t even take a word of criticism will eventually lose chances to get improved . In other words , if you can ' t take any criticism , not only will you fail in cooperating with other people , but also get defeated in personal works . As one Chinese idiom goes : "" The good medicine tastes bitter "" . Criticism might be the most powerful solution to heal . "
292		First and foremost , a large number of students are obsessed in on-line computer games and as a result their performance in school are declined . An investigation done by Beijing University shows that 80% of the students who failed in the final exam paid 2 hours or more on-online games every week , while 90% excellent students expressed that they did not touch computer games during the most of the days . Recent research by Scientist also reveals that the youngs are more likely to be attacted by and lose themselves in these computer games , because of their low control ability .
284		Even in the real world , good people can get a bad ending sometimes . And I think it happen more often in the real world than in those movies . So if children always watch the TV programs that good people get rewarded , they may think it will be true in the real world . They will be misleading by those movies . And they may act like good people in order to get reward . Once they find the good people are not always get rewarded , they may feel upset and not to be a good person . But in fact , the good people do good things no matter the ending is good or not . So we should tell this to the young children to avoid the misunderstanding .
124		In the first place , children are free whatever they want to do , they are not restricted and their limitation are really rare . Because they are in the age of growth and they are allowed whatever they want to do to experience new stuffs . Therefore there is no argument and punishment for them .
354		Nevertheless , there are some other causes why people are experiencing serious medical problems . Firstly , the environment of the modern world polluted very significantly from greenhouse gas emissions and other gasses . Many people , for example , are suffering from allergy because of these gasses . Secondly , foods with a low quality such as fast foods , junk foods and any genetically modified ones are influencing to our health very negatively . Finally , life becoming more stressful due to some recent problems such as traffic gam , traffic accidents and others .
317		The best example of it is how babies learn about basics survival habits during their childhood . Every day comes with new challenges for them like walking , eating , etc . , but those challenges of their initial life teach them important survival lessons which help them for whole life . For example , when they tried to learn walking , they stumble and hurt themselves many times . But they slowly tune their technique and learned to walk .
304		First , the natural diversity is very important for further generations . If we don ' t change our behavior we will extinct many species living for millions of years on the planet . As we destroy the natural habitat , like forests , jungles and lakes , to make place for our industry and farmland , we rob the ecosystem . To illustrate , every day a massive part of the Rainforest in South America is destroyed to provide wood and farmland . If we don ' t preserve this important part of our ecosystem many endangered animals will loose their natural habitat and go extinct . As a result , further generations will never have the opportunity to see and study these animals .
249		Moreover , sometimes programs on TV are full of violence and sex which are harmful to children . Children are not mature enough to make a judgment of what is good or bad , therefore they are likely to imitate the behaviors on TV out of their curiosity . Recently , more and more children smoke because they imitate actors ' behaviors on TV or movies . What ' s even worse , according to some statistics , there are more and more children have violent tendency , and the reports attribute this to TV programs and movies . It is obvious that there are many programs on TV or movies that are harmful to children in metal and physical health . How can anyone expect children could do well at school if they have those abnormal behaviors ?
293		Admittedly , sometimes we have to use emails if the team members are not located in the same place . Although emails are not convenient for the work but it is better than none . Since it is a classroom or campus projects , there is few possibility that the project members are located in different areas .
173		Animals , the different species , their habitats and behaviors are a subject of study at schools and universities . We can learn a lot from books and lectures , but there is an even better way to learn , that is visuals and personal experience . If you visit the zoo , you get to watch the animals , their customs , what they eat and how they eat it , as well as which characteristics the different species have . In the zoo you can see an animal and their different variations , the male and the female or the baby and the adult . It offers a great opportunity to observe their reactions to different situations , such as weather , specie and genre interaction , defense behavior , or protection of their babies . Moreover , it will also help identify which animals could be dangerous . Visiting the zoo would help the students understand what they learn at school .
54		On the one hand , technology indeed simplifies people ' s life all the time . Obviously , people who watch exhibitions on TV or internet at home , save the time and money on the road , which is increasingly significant particularly to people in modern society . However , in accordance with recent research , experts suggest the lifestyle of individuals in modern society is unhealthy because they lack of physical exercise and face-to-face communication .
379		On the other hand , i believe that if we are passionate about what we are working , we are likely to achieve success easily in that field . There are plenty of people , who are now really successful , have started working in challenging as well as competitive fields as singers , dancers and painters . Besides , important factors in choosing a job such as level of happiness , satisfaction of jobs , personal relationships , professional skills , working environment , managers and colleagues should not be underestimated . Finally , some people choose a career due to their desire to help others and contribute positively to their countries and societies .
189		In addition to this , the main drawback of teenagers job is that , they miss out the fun of their childhood time . He would miss various childhood activities such as hang out with friends , clubs and fun activities and social interaction with others . They have whole life to do job and prove themselves , but the childhood phase will never return in their life . Therefore , they should take advantage of life as much possible they can .
398		On one hand , boys and girls have the diversity in psychological modes and individuality . Most of male students tend to use their left brain to think and act , and they are more rational and logical than girls in many cases . For instance , there are more male scientists and engineers in comparison with females around the world . Many boys are interested in science and technology , while a number of girls like to learn literature , education and arts . Besides , girls are more likely to prefer some jobs related to emotion and communication , such as teacher , singer and interpreter . This means that girls differ from boys in mind and behaviour to a large extent , and they both have better ability in the specific aspect .
59		Importantly , capital punishment saves a lot of government funding which is wasted in maintenance of these hardcore criminals . Criminals who don ' t have any chance of improvement or who have a past record of such crimes are , therefore , given capital punishment .
316		Building more accommodating constructions meets people ' s basic need . People cannot live a harmonious life if citizens do not have a decent place to live in . If the price of housing grows continuously , a comfortable place to live in will be a luxury to the middle class and the low class . Then , ordinary people , especially the younger generation , will fall into a certain pattern - work , pay bills for housing , work ; and I am sure that it will increase people ' s dissatisfaction of the government . Because when they are working , the fair of losing their accommodation always lingers , which will limit their efficiency . And government should spend money on people to rescue them from this , because only a government of the people , by the people , for the people will finally last ; people ' s cohesiveness will be promoted .
339		In my opinion , though competitive children will be far more clever and faster than the co-operative child in an initial level , but it will not help them to be on the success path for the long run ; while on the contrary , co-operative child will have a potential of structuring and implementing new and innovative ideas with the help of a team .
151		On the other hand , few people are worried about the dying local languages . These languages are the basis for the origination and initial communication between different cultures . They represent local culture . As the usage of these languages decrease , culture also changes accordingly . Further , these languages are tightly coupled with history ; all the olden day literature and scripts will be impossible to decipher if these languages are lost .
91		In spite of this , the disadvantages of the promotion of a universal language cannot be denied . To be more specific , a single international language may , to some extent , erode the cultural identity of a nation . This is because people may be impressed by the cultural values brought with the universal language , eroding a sense of national belong . For instance , some Asians are seeking individualism , previously denied by many Asian countries , due to the fact that they have gradually identified with such values expressed in American movies , which are imported by the governments as a result of the proliferation of English .
310		To begin with , if persons work rapidly , they will have more chance to study . Attending in some classes which try to increase the skills of employees can be considered as an absolutely effective parameter . If people learn how should increase their speed at work by studying , they can stares in their workplace . For example , I have a friend who was working so slowly . He has been threatened by his boss who was going to fire him . My friend went to a course where he learned how should work rapidly and now he is working .
333		However , the other side of the coin is that , by communicating via Internet or phone , we cannot express our ideas and feelings fully , because during such conversations , some of our words can make a completely different sense . As a result , the rate of divorces is increasing day by day .
287		To begin with , going to another country to learn language is a good environment to stimulate people to learn language . For example , everyone around me speaks foreign language , and then I have to improve myself to communicate with people . If I could not communicate with other people , I could not even buy food to sacrifice my hunger . This environment makes me want to develop myself to be able to communicate with people that speak foreign language .
158		Old buildings are an essential part of history . Tourist often decide to discover the culture of a country when they visit through those old buildings . Therefore , managers of cities can earn more money from the attraction provided by old buildings and that amount can be spent on their conservation . Furthermore , the preservation of old buildings is also a ways to conserve our culture and everyone can learn much from them . Old buildings should be used as the culture museums and provide accommodation with more convenient for people who live there . . Many cities have development strategies as a city contains both unique and modern beauty , and that preservation help to finish half of work .
299		Second , colleges and universities have introduced foreign language course as a part of their curriculum . Students can choose any language from the set of languages available at a university . So , it is very easy to learn a foreign in our own country . Also , highly qualified foreign language teachers are easily accessible in various schools and colleges .
97		First and foremost , sports events are good chances for excellent athletes to meet and learn valuable experiences from one another so that they can improve their results , break records and bring victories to their own countries . Because a large number of people will gather in the host city for sport events , there are many good opportunities for discovering different cultures . Consequently , sport events with the spirit of healthiness , honesty and fairness can help strengthen understanding , friendship and solidarity among nations . After sharing competitive but interesting moments in each competition , the competitors often shake hands friendly and congratulate the winners , which can lead to an improvement in the relationships among nations .
55		Those who advocate focusing on one subject believe that this education model can cultivate more talents who specialized in different areas and increase studying effectiveness . This is probably because students can devote more time and efforts in one subject and reduce pressure from other subjects . However , the drawbacks of this teaching method cannot be neglected . Most importantly , under such target-oriented education environment , teenagers may be hard to regret their original choice and change their specialized field in their further study . Moreover , the dullness of course may deeply influence their passion on study .
231		Some people thinks that if a child grows up in a big city they will be all day at home at the computer or at the video-game , but this is not true if you live in a neighborhood with other people about your age as I did . My friends and I used to play soccer , bike , climb trees and do a lot of other stuff every day . We did play video-games , but that wasn ' t our main activity . In a big city there are more kinds of people and more things to do .
271		Another significant fact which should be taken into consideration is that by the help of teachers , students can understand ideas faster and easier since teachers explain them thoroughly in the class and after that give them a lot of examples to clarify the points . In this way attending classes not only wastes their time but also facilitates their understanding process that takes them less time for comprehending materials in comparison with self-study .
143		Admittedly , on the other hands , there might be some dissidents proclaiming that doing something new is necessary for people to success because they can become different from others , which is also a widely accepted idea for success . However , according to my limited understanding , I just doubt the credibility of that saying owing to its imprudence . Try something new can indeed make people become special , while it does not mean successful .
291		First of all , many people think that college and university should consider students to study with them only if they are good students . The reason is that studying in advance education take a huge of money . College and university do not want people who not qualify for to waste their money in these expensive courses and waste their time . They believe that only good students have potentials to success programs more that those who are not considered as good students . Consequently , mediocre students are not have a chance to gain these advance knowledge from college and university .
74		On the other hand , there are some drawbacks from saving minority languages . Although governments invest money on doing that , it is hard to gain the good results . As evidence of this , there are a few people , particularly the youngsters , do not pay attention on collecting and studying those . These kinds of languages are usually difficult and unpopular . In addition , the preservations need a long time to gather , restore all information as well as train in the educational centre . If they do not try their best , their protection can be halted and waste of money .
342		On the other hand , cooperation is also an essential quality for children , no matter in school activities or in communities . Having a good cooperating spirit helps kids to communicate and get along with others , which gives them more possibility to solve problems or to achieve a goal easily by working as a team . After all , in society , there is hardly anyone who could has big achievement by oneself . For example , famous singers or movie stars , despite of their talent to make them successful , there are always a team to manage works or deal with things .
167		Second , in a globalized world that we live computers made communications faster , visual and cheaper . With the use of email our messages can be delivered to any person in any part of the world in few minutes . In addition , it is convenient because you do not need to mile to the post office , but just click the mouse of your computer from the convenience of your arm chair in order to reach your friends , family members in any part of the world . Internet facilities such as msn , skype made visual communication possible . For example , via skype people not just communicate with their family members and friends , but also make interviews for employment , enrolment into universities . In result , communication has become cheaper , faster and visual .
327		In addition , Learning a foreign language helps students tremendously to comprehend what happens in the around World . They would be able to understand other cultures and costumes . Moreover , It can give them a sense of power to communicate better with peers in other parts of the World . Having knowledge about other countries and their languages lead to extend the child ' s vision . Therefore , they would be able to develop their personalities and sense of reliance .
4		Firstly , it is an undeniable fact that tourists from different cultures will probably cause changes to the cultural identity of the tourist destinations . Take Thailand for example , in the Vietnam War , many American soldiers came to Thailand for a break and involved in sexual and drug activities , these huge demands caused many local businesses opened and expanded , even illegally involved in under-age prostitutes to maximize their profits . This was due to the lack of adequate controls by authorities and lead to a bad image of Thailand tourism . Therefore this proves that international tourism can create negative impacts on the destination countries .
251		However , some people might ask : what if the criticism proves to be wrong ? What if that I was at first right but the seemingly reasonable criticism led me to the wrong direction ? Doesn ' t insistence also a good character ? In my point of view , even if you are right , criticism is still helpful because in this case it not only is a fixer , but it also serves as a practice to test you how much you know about your work . Taking criticism doesn ' t necessary mean that you have to take it all . You should have your own judgments too ! And it ' s kind of art to make the best use of criticism .
24		First , using computer constantly has bad influence on children ' s eyes . When they concentrate on computer for too long , their eyes will get tired , which is the main reason for some eyes problems , typically shortsighted .
245		Secondly , you can write an e-mail at any time of the day . As for me , I work and study at the university and I don ' t have spare time during the day . I get home at about midnight and I still need to answer some questions and to solve some routine problems . I might not have time to call a person or to meet with him or her in an appropriate time so for me it is better to leave a voice mail .
40		It is undoubtedly certain that students can gain their practical experience by getting involved extra jobs . Part-time jobs furnish them with precious chance to practice what they are learning at their universities . In addition , that seems to be more essential the present shortage of sufficiently practical conditions supplied in universities . As a result , students who get part time jobs have not only academic knowledge but also hands-on experience . Moreover , having experienced in working environment during student time offers a distinct advantage when they apply for jobs after their graduation .
25		First of all , a large factory can stimulate local economic growth and reduce the unemployment rate . To manufacture goods , there must be the demand of laborers , from which the local residents can benefit . What is more , the factory is not isolated , other industries and business will be quickly established , resulting in economic growth of local area . For example , the estate industry will be boosted in order to satisfy the workers ' accommodation need .
288		Lastly , having more kinds of public transportation can dwindle the number of people using their own cars . Also , it provides many advantages . For instance , people can save their expenses form gasoline , which nowadays is getting more expensive . The necessary energy will slowly be used up , since people use less their own cars .
348		However , I would argue that citizens have other important responsibilities to fulfil apart from paying tax . As we know , there are impoverished or disabled people in every society , needing help and support from others . It is true that the government can provide some fund to ease their difficulties , but such financial help is usually far from enough . In such case , aids from more capable or wealthier citizens are particularly crucial , which are a great complement to government support . Another responsibility all citizens should take is to maintain social stability together with the police force . There are criminals in every society , and the number of policemen the government can hire is limited . So it is quite necessary for the local residents to take actions and ensure the safety of the communities , by doing things like reporting suspicious activities to the police department .
208		In addition , the basic economic course can also help with the students when they go to college . They may feel more readily to learn the knowledge in this field and save much time , with that they are able to study more efficiently and more deeply than other students . That as well would provide the students with more confidence and let them become more compatible .
268		First , in my view spending too much money for equipping the gyms or constructing football / basketball courts are really not necessary to encourage students to do sports . For example , my roommate , Mary , always wakes up 6 in the morning and spends 1 hour doing sport in the park which is near our dormitory . When she gets to the dorm , she is really full of energy and after taking a shower , she is ready to start a good day . As you see , she is doing exercise without spending a cent . What the university should do is informing the students the benefits of doing sport by hanging some posters in the campus , inviting some athletes to lecture for students and encourage them to spend some time for their body and health .
209		However , university is not just about academic studies but also a place to nurture artistic talent and develop soft skills . Therefore , it should be up for grabs for a majority of young people , who wish to pursue their passion as well as develop comprehensively .
308		I also love the environment in here . I have been gone to some places to travel and stay for a short time , and I realize that the environment in some place isn ' t clean and fresh like my home town . There were a lot of people so the environment can ' t be keep clean .
212		On one hand , it will be easier for people to assimilate into a new country , if they follow the new customs . When people migrate to a new country , they are likely to suffer the culture shock , because of the difference between two cultures . The custom is just a form of the culture and following the custom is a good way to know more about this culture . For example , if one wore in white and went to common Viharas to observe a rather longer-than-usual , full-length Buddhist sutra in Buddha ' s Birthday in India , he or she would learn something about Indian religion and culture . As a result , people understand the culture , and then they adapt to the new country .
82		However , it can be seen that some people have argued against advertising due to its negative impacts . Firstly , a huge amount of different advertisements could be sent automatically by a system to personal phones or email addresses , this is generally known as spam , and causes discomfort or even annoyance to many people . Secondly , advertising can be very expensive and not every advertising campaign can be done successfully and brings good results . Therefore , advertising is believed by many , a financial burden to businesses .
8		That ' s not enough , for higher education , which represent the cutting edge of a country ' s academic achievements , act as the vanguard in economic and social advance . The high technology and new ideas applied into practice may not only lead a country to flourish but also elevate its status in the international community . Some may argue that universities can support themselve well by donation or invention , but this argument is invalid . Researches into humanities and art still need large amount of money , what ' s more , government ' s big budget on universities may attract more excellent intellectuals and researchers into the country and enjoy a higher reputation worldwide .
103		Many people hold the opinion that past behaviour determines the future actions , which could be the main reason to support the idea of revealing the record to the jury . We must acknowledge that complete data concerning the history of a sued person creates more opportunity for jury members to build an overall picture of defendant ' s personality . Furthermore , past record might be useful to decide whether a person was able to perform a certain type of crime when it concerns serious crimes , such as kidnapping or a murder .
28		On the other hand by advertising companies , businesses , firms and individuals promote their goods and services . Thanks to ads we learn about new products , we can compare them and choose what Ûª s the best for us .
310		Last but not least , people who work slowly can no longer handle more tasks . If you show in your workplace that you are the one who can work more than other even carelessly , your boss will assign you more tasks . If you do them fast too , the first acknowledgement of your boss encourages you to work harder . It turns you to a person who has skill of working without hesitation . Even if we ignore this result , by the same token , you can get higher position and more money .
279		Last but not least , The internet makes the world becomes smaller which is a good thing . This is because people who have no time or have financial problems could travel around the world by using the internet . They can see lots of picture and videos of many interesting places . Moreover , people can learn other countries ' s culture and tradition which makes them have more knowledge about that nations .
345		Secondly , these workaholic people do not spend time for the contribution of society by actively participating in any social campaign . As they usually remain busy in their office so they do not find leisure time for such social activities . For instance , I would take my boss ' s example ; he has been working for extended hours in office for many years . Recently , his health and personal life was drastically affected as he broke up with his wife and his family life has totally been in chaos and cries . He started regretting afterwards and now trying to manage his work but it seems to be too late for him .
