ID	Label	Text
145		The first and foremost reason lies in an inevitable fact that the more advanced facilities we have , the more chances we can increase our knowledge . For example , library is a good place for students to study or research . They can concentrate on the subjects with a tranquil ambience ; also , there are a lot of references for students to utilize . With this convenient and versatile facility , students can improve their learning condition . Therefore , we can commence to agree that certain facilities are beneficial to students .
344		"Proficiency brings perfectness in terms of art work . It is true while the modern artists who implement their creative thinking onto high value creation are paid with immense sum by the art collector . Also , the high sum which modern artists receive is related to the quality instead of the quantity and their rare talent . For example , a 15 centimeter Buddha temple made by hand is granted times in comparison with factory production . On the other hand , modern artists also devote themselves find a unique concept in which ordinary people cannot do , such making impossible become possible . Pieter Padang , Minion creator , has brilliant idea to alter part of song lyric "" I swear "" become "" underwear "" when the Minion sing in Despicable Me . He granted huge sums for such idea . "
79		Admittedly , the government should give priority to public services and facilities . This is because the government plays the role of a leader among citizens , which should discharge the responsibility of making optimal use of the tax money to keep society safe and stable . Simultaneously , public services such as education system or medical care can meet people ' s basic demand of survival , security and knowledge , thus making them feel comfortable , which can lower the crime rate . Therefore , public services and facilities should be given adequate attention by the authorities to maintain social stability .
163		On the one hand , I have always wanted to find a job in a big company which locates in a prosperous city area . To make it convenient , I will absolutely choose a place to live that is not too far from my workplace . What ' s more I can save plenty of money on transportation if I choose to live in the city .
232		Firstly , the things that parents say have great power to their child . More power than any friend or other adult could have . For example , if someone tells a kid that something is wrong and they shouldn ' t do it , but his father told him / her that it was right , the kid will listen to the father instead of the other person , even if his father is wrong .
87		In the first place , there are a large number of opportunities in privat works that you cannot find them when you work for the others . In your job you can be boss of yourself ; however , in the other jobs someone else are your boss . You always have to be responsible for your task , and it make a stressful situation that I never like it .
397		However , despite the drawback mentioned above , technology has also made some contributions to the maintenance and study of traditional cultures in some ways . Internet has aided to assess the young generations to the cultural identity of many nations from all around the world . With the help of advanced methods , many art masterpiece has been well restorated and well preserved . Modern devices also assist the scientists to study the ancient societies much more deeply , hence discovering more cultural traces .
212		On one hand , it will be easier for people to assimilate into a new country , if they follow the new customs . When people migrate to a new country , they are likely to suffer the culture shock , because of the difference between two cultures . The custom is just a form of the culture and following the custom is a good way to know more about this culture . For example , if one wore in white and went to common Viharas to observe a rather longer-than-usual , full-length Buddhist sutra in Buddha ' s Birthday in India , he or she would learn something about Indian religion and culture . As a result , people understand the culture , and then they adapt to the new country .
82		However , it can be seen that some people have argued against advertising due to its negative impacts . Firstly , a huge amount of different advertisements could be sent automatically by a system to personal phones or email addresses , this is generally known as spam , and causes discomfort or even annoyance to many people . Secondly , advertising can be very expensive and not every advertising campaign can be done successfully and brings good results . Therefore , advertising is believed by many , a financial burden to businesses .
239		First of all , a person with good manner will give others a fine personal impression . Through those impressions , a person was easily to get acquired with others and blended with the community that surrounded him as soon as possible . For example , I worked in a new company , if I am a guy with good manners and treating everyone well , my new colleagues will accept me , even then I will be approved by the employers . In opposite situation if I am being rude , I can not get along well with each other . Finally , I will be fired and have no other choice but lost my job .
28		On the other hand by advertising companies , businesses , firms and individuals promote their goods and services . Thanks to ads we learn about new products , we can compare them and choose what Ûª s the best for us .
310		Last but not least , people who work slowly can no longer handle more tasks . If you show in your workplace that you are the one who can work more than other even carelessly , your boss will assign you more tasks . If you do them fast too , the first acknowledgement of your boss encourages you to work harder . It turns you to a person who has skill of working without hesitation . Even if we ignore this result , by the same token , you can get higher position and more money .
345		Secondly , these workaholic people do not spend time for the contribution of society by actively participating in any social campaign . As they usually remain busy in their office so they do not find leisure time for such social activities . For instance , I would take my boss ' s example ; he has been working for extended hours in office for many years . Recently , his health and personal life was drastically affected as he broke up with his wife and his family life has totally been in chaos and cries . He started regretting afterwards and now trying to manage his work but it seems to be too late for him .
56		No one can deny the huge benefits of the trend that English is being accepted universally . To begin with , communication between countries and cultures become convenient . In my country , English is a required course from elementary school . Thus , studying abroad is easy and becomes hot among youngsters . For them , language obstacle is no longer a problem , which results in mutual understanding and trust between their mother land and the host country . This , in turn , enhances relationship and promotes international business . Furthermore , researchers , especially those who work on high-tech , would have wider range of references if they are good at English . Taking IT industry for an example , top technical science is published in English . It ' s neither to get a translated version of these articles , nor to always have a translator besides . As a result , they have no choice but choosing English as a second language .
107		Secondly , large emissions of carbon monoxide gas from refrigerants like air conditioners have depleted ozone layer . Importance of ozone layer is evident by the fact as it protects us from harmful ultra violet rays . To add to it , excess emission of carbon dioxide gas mainly by vehicles around the world has increased the average temperature at north pole which in turn has increased water level due to gradual melting of glaciers .
234		Finally , I think that requirement to take standardized tests is the right choice , since in this case teachers can compare the level of knowledge of different students . In any class there will be students who will show low academic performance , so teachers could work with them more intensively . I support the points of those who say that standardized tests are required over those who don Ûª t because if the teacher would know the level of each student he would fairly share his time to all of them .
